SOUID,    DATE,   RR, Q_RR
100814,19860409,    0,    0
100814,19860410,    0,    0
100814,19860411,    7,    0
100814,19860412,   82,    0
100814,19860413,   34,    0
100814,19860414,    1,    0
100814,19860415,    0,    0
100814,19860416,    0,    0
100814,19860417,    0,    0
100814,19860418,    0,    0
100814,19860419,  196,    0
100814,19860420,   16,    0
100814,19860421,    0,    0
100814,19860422,    0,    0
100814,19860423,    0,    0
100814,19860424,    0,    0
100814,19860425,    0,    0
100814,19860426,    0,    0
100814,19860427,    0,    0
100814,19860428,    2,    0
100814,19860429,   70,    0
100814,19860430,   51,    0
100814,19860501,    0,    0
100814,19860502,    0,    0
100814,19860503,    0,    0
100814,19860504,    0,    0
100814,19860505,    0,    0
100814,19860506,    0,    0
100814,19860507,    0,    0
100814,19860508,    0,    0
100814,19860509,    0,    0
100814,19860510,    0,    0
100814,19860511,    0,    0
100814,19860512,   10,    0
100814,19860513,    0,    0
100814,19860514,    0,    0
100814,19860515,    0,    0
100814,19860516,   30,    0
100814,19860517,  105,    0
100814,19860518,    0,    0
100814,19860519,    0,    0
100814,19860520,   57,    0
100814,19860521,    1,    0
100814,19860522,    0,    0
100814,19860523,    0,    0
100814,19860524,    2,    0
100814,19860525,    0,    0
100814,19860526,    0,    0
100814,19860527,    0,    0
100814,19860528,    0,    0
100814,19860529,  175,    0
100814,19860530,  110,    0
100814,19860531,  173,    0
100814,19860601,    8,    0
100814,19860602,    0,    0
100814,19860603,    0,    0
100814,19860604,    0,    0
100814,19860605,    1,    0
100814,19860606,   34,    0
100814,19860607,  236,    0
100814,19860608,    1,    0
100814,19860609,  108,    0
100814,19860610,   48,    0
100814,19860611,    0,    0
100814,19860612,    6,    0
100814,19860613,    0,    0
100814,19860614,    3,    0
100814,19860615,    0,    0
100814,19860616,    0,    0
100814,19860617,   11,    0
100814,19860618,    0,    0
100814,19860619,    0,    0
100814,19860620,    0,    0
100814,19860621,    0,    0
100814,19860622,    2,    0
100814,19860623,   13,    0
100814,19860624,   15,    0
100814,19860625,    0,    0
100814,19860626,    0,    0
100814,19860627,    0,    0
100814,19860628,    0,    0
100814,19860629,   47,    0
100814,19860630,  134,    0
100814,19860701,  159,    0
100814,19860702,  193,    0
100814,19860703,    6,    0
100814,19860704,    0,    0
100814,19860705,    0,    0
100814,19860706,    0,    0
100814,19860707,  161,    0
100814,19860708,    0,    0
100814,19860709,    0,    0
100814,19860710,    0,    0
100814,19860711,    0,    0
100814,19860712,    0,    0
100814,19860713,   42,    0
100814,19860714,  118,    0
100814,19860715,    0,    0
100814,19860716,    9,    0
100814,19860717,  102,    0
100814,19860718,    0,    0
100814,19860719,    0,    0
100814,19860720,  296,    0
100814,19860721,  205,    0
100814,19860722,    0,    0
100814,19860723,    0,    0
100814,19860724,    0,    0
100814,19860725,    0,    0
100814,19860726,    0,    0
100814,19860727,    0,    0
100814,19860728,    0,    0
100814,19860729,    0,    0
100814,19860730,    0,    0
100814,19860731,    0,    0
100814,19860801,    0,    0
100814,19860802,    0,    0
100814,19860803,    0,    0
100814,19860804,    0,    0
100814,19860805,   62,    0
100814,19860806,  132,    0
100814,19860807,    0,    0
100814,19860808,    0,    0
100814,19860809,    0,    0
100814,19860810,    0,    0
100814,19860811,    0,    0
100814,19860812,    0,    0
100814,19860813,    0,    0
100814,19860814,    0,    0
100814,19860815,    0,    0
100814,19860816,    0,    0
100814,19860817,    0,    0
100814,19860818,    0,    0
100814,19860819,    0,    0
100814,19860820,    0,    0
100814,19860821,    0,    0
100814,19860822,    0,    0
100814,19860823,    0,    0
100814,19860824,    0,    0
100814,19860825,    0,    0
100814,19860826,    0,    0
100814,19860827,    0,    0
100814,19860828,    0,    0
100814,19860829,    0,    0
100814,19860830,    0,    0
100814,19860831,    0,    0
100814,19860901,    0,    0
100814,19860902,    0,    0
100814,19860903,    0,    0
100814,19860904,    2,    0
100814,19860905,    0,    0
100814,19860906,    0,    0
100814,19860907,    0,    0
100814,19860908,    0,    0
100814,19860909,    0,    0
100814,19860910,    0,    0
100814,19860911,    0,    0
100814,19860912,    0,    0
100814,19860913,    0,    0
100814,19860914,    0,    0
100814,19860915,    0,    0
100814,19860916,    0,    0
100814,19860917,    0,    0
100814,19860918,    0,    0
100814,19860919,    0,    0
100814,19860920,    0,    0
100814,19860921,    0,    0
100814,19860922,    0,    0
100814,19860923,    0,    0
100814,19860924,    0,    0
100814,19860925,    0,    0
100814,19860926,    6,    0
100814,19860927,   18,    0
100814,19860928,    4,    0
100814,19860929,    0,    0
100814,19860930,    0,    0
100814,19861001,    0,    0
100814,19861002,    0,    0
100814,19861003,    0,    0
100814,19861004,    0,    0
100814,19861005,    0,    0
100814,19861006,    0,    0
100814,19861007,    0,    0
100814,19861008,    1,    0
100814,19861009,    0,    0
100814,19861010,    0,    0
100814,19861011,    0,    0
100814,19861012,    0,    0
100814,19861013,    0,    0
100814,19861014,    0,    0
100814,19861015,    0,    0
100814,19861016,    2,    0
100814,19861017,    0,    0
100814,19861018,    0,    0
100814,19861019,   20,    0
100814,19861020,   23,    0
100814,19861021,   99,    0
100814,19861022,    0,    0
100814,19861023,    0,    0
100814,19861024,   13,    0
100814,19861025,    0,    0
100814,19861026,    0,    0
100814,19861027,   11,    0
100814,19861028,    0,    0
100814,19861029,    0,    0
100814,19861030,    0,    0
100814,19861031,    0,    0
100814,19861101,    0,    0
100814,19861102,    0,    0
100814,19861103,    0,    0
100814,19861104,    2,    0
100814,19861105,    0,    0
100814,19861106,    0,    0
100814,19861107,    0,    0
100814,19861108,    0,    0
100814,19861109,    0,    0
100814,19861110,    0,    0
100814,19861111,    0,    0
100814,19861112,    0,    0
100814,19861113,    0,    0
100814,19861114,    0,    0
100814,19861115,    0,    0
100814,19861116,    0,    0
100814,19861117,    0,    0
100814,19861118,    0,    0
100814,19861119,    0,    0
100814,19861120,    0,    0
100814,19861121,    0,    0
100814,19861122,    0,    0
100814,19861123,    0,    0
100814,19861124,    0,    0
100814,19861125,    0,    0
100814,19861126,    0,    0
100814,19861127,    0,    0
100814,19861128,    0,    0
100814,19861129,    0,    0
100814,19861130,    0,    0
100814,19861201,    0,    0
100814,19861202,    0,    0
100814,19861203,    0,    0
100814,19861204,    0,    0
100814,19861205,    0,    0
100814,19861206,    0,    0
100814,19861207,    0,    0
100814,19861208,    0,    0
100814,19861209,    0,    0
100814,19861210,    0,    0
100814,19861211,    0,    0
100814,19861212,    0,    0
100814,19861213,    0,    0
100814,19861214,    0,    0
100814,19861215,    0,    0
100814,19861216,   67,    0
100814,19861217,   19,    0
100814,19861218,    0,    0
100814,19861219,   61,    0
100814,19861220,   10,    0
100814,19861221,    0,    0
100814,19861222,   58,    0
100814,19861223,    0,    0
100814,19861224,    0,    0
100814,19861225,    7,    0
100814,19861226,    1,    0
100814,19861227,    1,    0
100814,19861228,    5,    0
100814,19861229,   10,    0
100814,19861230,    0,    0
100814,19861231,    6,    0
100814,19870101,    0,    0
100814,19870102,  131,    0
100814,19870103,   11,    0
100814,19870104,    1,    0
100814,19870105,    0,    0
100814,19870106,   59,    0
100814,19870107,    1,    0
100814,19870108,    0,    0
100814,19870109,    0,    0
100814,19870110,    0,    0
100814,19870111,    2,    0
100814,19870112,   62,    0
100814,19870113,    6,    0
100814,19870114,    0,    0
100814,19870115,   10,    0
100814,19870116,   57,    0
100814,19870117,    7,    0
100814,19870118,   10,    0
100814,19870119,   12,    0
100814,19870120,   50,    0
100814,19870121,    3,    0
100814,19870122,   10,    0
100814,19870123,   27,    0
100814,19870124,   35,    0
100814,19870125,    0,    0
100814,19870126,   28,    0
100814,19870127,   10,    0
100814,19870128,  164,    0
100814,19870129,  242,    0
100814,19870130,    7,    0
100814,19870131,   28,    0
100814,19870201,    0,    0
100814,19870202,    1,    0
100814,19870203,    0,    0
100814,19870204,    0,    0
100814,19870205,    0,    0
100814,19870206,    0,    0
100814,19870207,   15,    0
100814,19870208,    5,    0
100814,19870209,    0,    0
100814,19870210,    0,    0
100814,19870211,    0,    0
100814,19870212,    0,    0
100814,19870213,    0,    0
100814,19870214,    1,    0
100814,19870215,   37,    0
100814,19870216,   25,    0
100814,19870217,   16,    0
100814,19870218,    2,    0
100814,19870219,    1,    0
100814,19870220,   69,    0
100814,19870221,    0,    0
100814,19870222,    3,    0
100814,19870223,    0,    0
100814,19870224,    0,    0
100814,19870225,    0,    0
100814,19870226,    0,    0
100814,19870227,    0,    0
100814,19870228,    4,    0
100814,19870301,   43,    0
100814,19870302,  120,    0
100814,19870303,   13,    0
100814,19870304,    1,    0
100814,19870305,    0,    0
100814,19870306,   30,    0
100814,19870307,    4,    0
100814,19870308,    0,    0
100814,19870309,    4,    0
100814,19870310,    0,    0
100814,19870311,    0,    0
100814,19870312,    3,    0
100814,19870313,    0,    0
100814,19870314,    2,    0
100814,19870315,    2,    0
100814,19870316,    7,    0
100814,19870317,    3,    0
100814,19870318,    0,    0
100814,19870319,    0,    0
100814,19870320,   80,    0
100814,19870321,    3,    0
100814,19870322,  201,    0
100814,19870323,   72,    0
100814,19870324,    0,    0
100814,19870325,    0,    0
100814,19870326,    0,    0
100814,19870327,    0,    0
100814,19870328,    0,    0
100814,19870329,    0,    0
100814,19870330,  203,    0
100814,19870331,  175,    0
100814,19870401,   73,    0
100814,19870402,    5,    0
100814,19870403,    0,    0
100814,19870404,    0,    0
100814,19870405,    0,    0
100814,19870406,    6,    0
100814,19870407,    0,    0
100814,19870408,    0,    0
100814,19870409,    0,    0
100814,19870410,   23,    0
100814,19870411,    0,    0
100814,19870412,    2,    0
100814,19870413,    1,    0
100814,19870414,    0,    0
100814,19870415,    0,    0
100814,19870416,    0,    0
100814,19870417,    0,    0
100814,19870418,    0,    0
100814,19870419,    0,    0
100814,19870420,    0,    0
100814,19870421,   57,    0
100814,19870422,   90,    0
100814,19870423,    0,    0
100814,19870424,    0,    0
100814,19870425,    0,    0
100814,19870426,    0,    0
100814,19870427,    0,    0
100814,19870428,    0,    0
100814,19870429,    0,    0
100814,19870430,    0,    0
100814,19870501,    0,    0
100814,19870502,    4,    0
100814,19870503,   30,    0
100814,19870504,    1,    0
100814,19870505,    8,    0
100814,19870506,  214,    0
100814,19870507,  288,    0
100814,19870508,   14,    0
100814,19870509,    2,    0
100814,19870510,    0,    0
100814,19870511,    0,    0
100814,19870512,    0,    0
100814,19870513,    0,    0
100814,19870514,    0,    0
100814,19870515,   26,    0
100814,19870516,   27,    0
100814,19870517,    0,    0
100814,19870518,    0,    0
100814,19870519,   70,    0
100814,19870520,    0,    0
100814,19870521,  320,    0
100814,19870522,   34,    0
100814,19870523,    0,    0
100814,19870524,    0,    0
100814,19870525,    0,    0
100814,19870526,    0,    0
100814,19870527,    0,    0
100814,19870528,    0,    0
100814,19870529,  201,    0
100814,19870530,   16,    0
100814,19870531,    0,    0
100814,19870601,    0,    0
100814,19870602,    0,    0
100814,19870603,    0,    0
100814,19870604,    0,    0
100814,19870605,   58,    0
100814,19870606,    0,    0
100814,19870607,    0,    0
100814,19870608,    0,    0
100814,19870609,    0,    0
100814,19870610,    0,    0
100814,19870611,    0,    0
100814,19870612,    0,    0
100814,19870613,    0,    0
100814,19870614,    0,    0
100814,19870615,    0,    0
100814,19870616,    0,    0
100814,19870617,    0,    0
100814,19870618,    0,    0
100814,19870619,    0,    0
100814,19870620,   65,    0
100814,19870621,  299,    0
100814,19870622,   14,    0
100814,19870623,    0,    0
100814,19870624,    0,    0
100814,19870625,    0,    0
100814,19870626,    0,    0
100814,19870627,   88,    0
100814,19870628,    0,    0
100814,19870629,    0,    0
100814,19870630,    0,    0
100814,19870701,    0,    0
100814,19870702,    0,    0
100814,19870703,    0,    0
100814,19870704,    3,    0
100814,19870705,    0,    0
100814,19870706,    8,    0
100814,19870707,    0,    0
100814,19870708,    0,    0
100814,19870709,    0,    0
100814,19870710,    0,    0
100814,19870711,    0,    0
100814,19870712,    0,    0
100814,19870713,    0,    0
100814,19870714,    0,    0
100814,19870715,    0,    0
100814,19870716,    0,    0
100814,19870717,    0,    0
100814,19870718,    0,    0
100814,19870719,    0,    0
100814,19870720,    0,    0
100814,19870721,    0,    0
100814,19870722,    0,    0
100814,19870723,    0,    0
100814,19870724,    0,    0
100814,19870725,    0,    0
100814,19870726,   30,    0
100814,19870727,    0,    0
100814,19870728,    0,    0
100814,19870729,    0,    0
100814,19870730,    0,    0
100814,19870731,   37,    0
100814,19870801,    5,    0
100814,19870802,    0,    0
100814,19870803,    0,    0
100814,19870804,    0,    0
100814,19870805,   29,    0
100814,19870806,    0,    0
100814,19870807,    0,    0
100814,19870808,    9,    0
100814,19870809,    0,    0
100814,19870810,   12,    0
100814,19870811,   11,    0
100814,19870812,    0,    0
100814,19870813,    0,    0
100814,19870814,    0,    0
100814,19870815,  139,    0
100814,19870816,    0,    0
100814,19870817,    0,    0
100814,19870818,    0,    0
100814,19870819,   36,    0
100814,19870820,    0,    0
100814,19870821,  211,    0
100814,19870822,    0,    0
100814,19870823,    0,    0
100814,19870824,    0,    0
100814,19870825,    0,    0
100814,19870826,    0,    0
100814,19870827,    0,    0
100814,19870828,   16,    0
100814,19870829,    0,    0
100814,19870830,    0,    0
100814,19870831,    0,    0
100814,19870901,    0,    0
100814,19870902,    0,    0
100814,19870903,    0,    0
100814,19870904,    0,    0
100814,19870905,    0,    0
100814,19870906,    0,    0
100814,19870907,    0,    0
100814,19870908,    0,    0
100814,19870909,    1,    0
100814,19870910,    0,    0
100814,19870911,    0,    0
100814,19870912,    0,    0
100814,19870913,    0,    0
100814,19870914,    0,    0
100814,19870915,    0,    0
100814,19870916,    0,    0
100814,19870917,    0,    0
100814,19870918,    0,    0
100814,19870919,    0,    0
100814,19870920,    0,    0
100814,19870921,    0,    0
100814,19870922,    0,    0
100814,19870923,    0,    0
100814,19870924,    0,    0
100814,19870925,    0,    0
100814,19870926,    0,    0
100814,19870927,   20,    0
100814,19870928,  109,    0
100814,19870929,    5,    0
100814,19870930,    0,    0
100814,19871001,    0,    0
100814,19871002,    0,    0
100814,19871003,    0,    0
100814,19871004,    0,    0
100814,19871005,    0,    0
100814,19871006,    0,    0
100814,19871007,    1,    0
100814,19871008,   51,    0
100814,19871009,    0,    0
100814,19871010,    0,    0
100814,19871011,    0,    0
100814,19871012,    0,    0
100814,19871013,   33,    0
100814,19871014,    0,    0
100814,19871015,    0,    0
100814,19871016,    0,    0
100814,19871017,    0,    0
100814,19871018,  122,    0
100814,19871019,    2,    0
100814,19871020,    0,    0
100814,19871021,    0,    0
100814,19871022,    0,    0
100814,19871023,    0,    0
100814,19871024,    0,    0
100814,19871025,    0,    0
100814,19871026,    1,    0
100814,19871027,    0,    0
100814,19871028,    0,    0
100814,19871029,    0,    0
100814,19871030,    0,    0
100814,19871031,    0,    0
100814,19871101,    0,    0
100814,19871102,    0,    0
100814,19871103,    0,    0
100814,19871104,    0,    0
100814,19871105,    0,    0
100814,19871106,    0,    0
100814,19871107,    0,    0
100814,19871108,    0,    0
100814,19871109,   34,    0
100814,19871110,   24,    0
100814,19871111,  124,    0
100814,19871112,    0,    0
100814,19871113,    0,    0
100814,19871114,    0,    0
100814,19871115,    0,    0
100814,19871116,    0,    0
100814,19871117,  153,    0
100814,19871118,   57,    0
100814,19871119,   11,    0
100814,19871120,   87,    0
100814,19871121,  276,    0
100814,19871122,   22,    0
100814,19871123,    3,    0
100814,19871124,    0,    0
100814,19871125,    0,    0
100814,19871126,   38,    0
100814,19871127,   52,    0
100814,19871128,    0,    0
100814,19871129,    0,    0
100814,19871130,    0,    0
100814,19871201,    0,    0
100814,19871202,    0,    0
100814,19871203,    0,    0
100814,19871204,    0,    0
100814,19871205,    0,    0
100814,19871206,   29,    0
100814,19871207,   20,    0
100814,19871208,  209,    0
100814,19871209,   49,    0
100814,19871210,   18,    0
100814,19871211,    0,    0
100814,19871212,    0,    0
100814,19871213,   23,    0
100814,19871214,  177,    0
100814,19871215,   24,    0
100814,19871216,    0,    0
100814,19871217,   10,    0
100814,19871218,    3,    0
100814,19871219,  106,    0
100814,19871220,    7,    0
100814,19871221,   62,    0
100814,19871222,    7,    0
100814,19871223,    0,    0
100814,19871224,    1,    0
100814,19871225,    0,    0
100814,19871226,    0,    0
100814,19871227,    0,    0
100814,19871228,    3,    0
100814,19871229,    1,    0
100814,19871230,    0,    0
100814,19871231,    0,    0
100814,19880101,    0,    0
100814,19880102,    0,    0
100814,19880103,    0,    0
100814,19880104,    0,    0
100814,19880105,    0,    0
100814,19880106,    0,    0
100814,19880107,    0,    0
100814,19880108,    0,    0
100814,19880109,   84,    0
100814,19880110,   26,    0
100814,19880111,    0,    0
100814,19880112,    0,    0
100814,19880113,    0,    0
100814,19880114,    0,    0
100814,19880115,    0,    0
100814,19880116,    0,    0
100814,19880117,    0,    0
100814,19880118,    0,    0
100814,19880119,    0,    0
100814,19880120,    0,    0
100814,19880121,    0,    0
100814,19880122,    4,    0
100814,19880123,    0,    0
100814,19880124,   24,    0
100814,19880125,    7,    0
100814,19880126,   16,    0
100814,19880127,    0,    0
100814,19880128,    0,    0
100814,19880129,    0,    0
100814,19880130,   92,    0
100814,19880131,    9,    0
100814,19880201,    0,    0
100814,19880202,   35,    0
100814,19880203,    0,    0
100814,19880204,    0,    0
100814,19880205,   52,    0
100814,19880206,    0,    0
100814,19880207,    0,    0
100814,19880208,    9,    0
100814,19880209,   70,    0
100814,19880210,   27,    0
100814,19880211,    3,    0
100814,19880212,    0,    0
100814,19880213,    0,    0
100814,19880214,    0,    0
100814,19880215,    0,    0
100814,19880216,    0,    0
100814,19880217,    0,    0
100814,19880218,    0,    0
100814,19880219,    1,    0
100814,19880220,   29,    0
100814,19880221,    0,    0
100814,19880222,    6,    0
100814,19880223,    0,    0
100814,19880224,    0,    0
100814,19880225,   19,    0
100814,19880226,   16,    0
100814,19880227,    0,    0
100814,19880228,   17,    0
100814,19880229,    0,    0
100814,19880301,   74,    0
100814,19880302,   38,    0
100814,19880303,    8,    0
100814,19880304,    0,    0
100814,19880305,    0,    0
100814,19880306,    0,    0
100814,19880307,    0,    0
100814,19880308,  158,    0
100814,19880309,   72,    0
100814,19880310,   44,    0
100814,19880311,   17,    0
100814,19880312,    0,    0
100814,19880313,    4,    0
100814,19880314,    0,    0
100814,19880315,    0,    0
100814,19880316,    0,    0
100814,19880317,   23,    0
100814,19880318,    2,    0
100814,19880319,    0,    0
100814,19880320,    5,    0
100814,19880321,    0,    0
100814,19880322,   32,    0
100814,19880323,  111,    0
100814,19880324,    0,    0
100814,19880325,   63,    0
100814,19880326,   66,    0
100814,19880327,  128,    0
100814,19880328,   21,    0
100814,19880329,  163,    0
100814,19880330,    0,    0
100814,19880331,    1,    0
100814,19880401,  101,    0
100814,19880402,   16,    0
100814,19880403,    2,    0
100814,19880404,    5,    0
100814,19880405,    0,    0
100814,19880406,    0,    0
100814,19880407,   65,    0
100814,19880408,    7,    0
100814,19880409,    0,    0
100814,19880410,    0,    0
100814,19880411,    0,    0
100814,19880412,    0,    0
100814,19880413,   59,    0
100814,19880414,   22,    0
100814,19880415,    0,    0
100814,19880416,    1,    0
100814,19880417,    2,    0
100814,19880418,  180,    0
100814,19880419,    0,    0
100814,19880420,    0,    0
100814,19880421,    0,    0
100814,19880422,   21,    0
100814,19880423,    0,    0
100814,19880424,   54,    0
100814,19880425,    0,    0
100814,19880426,  128,    0
100814,19880427,    0,    0
100814,19880428,    9,    0
100814,19880429,    2,    0
100814,19880430,    0,    0
100814,19880501,    0,    0
100814,19880502,    0,    0
100814,19880503,    0,    0
100814,19880504,    0,    0
100814,19880505,    0,    0
100814,19880506,   40,    0
100814,19880507,    0,    0
100814,19880508,    0,    0
100814,19880509,    0,    0
100814,19880510,   34,    0
100814,19880511,   29,    0
100814,19880512,    3,    0
100814,19880513,    0,    0
100814,19880514,    0,    0
100814,19880515,   82,    0
100814,19880516,    0,    0
100814,19880517,    1,    0
100814,19880518,    0,    0
100814,19880519,    0,    0
100814,19880520,   56,    0
100814,19880521,    0,    0
100814,19880522,    0,    0
100814,19880523,    0,    0
100814,19880524,    0,    0
100814,19880525,    1,    0
100814,19880526,  254,    0
100814,19880527,    0,    0
100814,19880528,    0,    0
100814,19880529,   11,    0
100814,19880530,    0,    0
100814,19880531,    0,    0
100814,19880601,  282,    0
100814,19880602,   21,    0
100814,19880603,    3,    0
100814,19880604,    0,    0
100814,19880605,    0,    0
100814,19880606,    0,    0
100814,19880607,   29,    0
100814,19880608,    0,    0
100814,19880609,    0,    0
100814,19880610,    0,    0
100814,19880611,   58,    0
100814,19880612,   60,    0
100814,19880613,   10,    0
100814,19880614,    2,    0
100814,19880615,  122,    0
100814,19880616,    0,    0
100814,19880617,   88,    0
100814,19880618,    0,    0
100814,19880619,    0,    0
100814,19880620,  102,    0
100814,19880621,    8,    0
100814,19880622,    0,    0
100814,19880623,    4,    0
100814,19880624,    7,    0
100814,19880625,    8,    0
100814,19880626,  141,    0
100814,19880627,    0,    0
100814,19880628,    0,    0
100814,19880629,  303,    0
100814,19880630,    0,    0
100814,19880701,    0,    0
100814,19880702,    0,    0
100814,19880703,    0,    0
100814,19880704,    0,    0
100814,19880705,    0,    0
100814,19880706,    0,    0
100814,19880707,    0,    0
100814,19880708,    0,    0
100814,19880709,    0,    0
100814,19880710,    0,    0
100814,19880711,    0,    0
100814,19880712,    0,    0
100814,19880713,    0,    0
100814,19880714,    0,    0
100814,19880715,    0,    0
100814,19880716,    0,    0
100814,19880717,    0,    0
100814,19880718,    0,    0
100814,19880719,    0,    0
100814,19880720,    0,    0
100814,19880721,    0,    0
100814,19880722,    0,    0
100814,19880723,    0,    0
100814,19880724,    0,    0
100814,19880725,    0,    0
100814,19880726,    4,    0
100814,19880727,    0,    0
100814,19880728,    0,    0
100814,19880729,    0,    0
100814,19880730,    3,    0
100814,19880731,    0,    0
100814,19880801,    0,    0
100814,19880802,    0,    0
100814,19880803,    0,    0
100814,19880804,    0,    0
100814,19880805,    0,    0
100814,19880806,    0,    0
100814,19880807,    0,    0
100814,19880808,    0,    0
100814,19880809,    0,    0
100814,19880810,    0,    0
100814,19880811,    0,    0
100814,19880812,    0,    0
100814,19880813,    0,    0
100814,19880814,    0,    0
100814,19880815,    0,    0
100814,19880816,    0,    0
100814,19880817,    2,    0
100814,19880818,    0,    0
100814,19880819,    0,    0
100814,19880820,    0,    0
100814,19880821,    0,    0
100814,19880822,    2,    0
100814,19880823,    5,    0
100814,19880824,    0,    0
100814,19880825,    0,    0
100814,19880826,    6,    0
100814,19880827,    0,    0
100814,19880828,    0,    0
100814,19880829,    0,    0
100814,19880830,    0,    0
100814,19880831,    0,    0
100814,19880901,    0,    0
100814,19880902,   27,    0
100814,19880903,    0,    0
100814,19880904,    0,    0
100814,19880905,    0,    0
100814,19880906,   38,    0
100814,19880907,   42,    0
100814,19880908,    1,    0
100814,19880909,    0,    0
100814,19880910,    0,    0
100814,19880911,    0,    0
100814,19880912,    0,    0
100814,19880913,    0,    0
100814,19880914,    0,    0
100814,19880915,   82,    0
100814,19880916,    0,    0
100814,19880917,  142,    0
100814,19880918,    3,    0
100814,19880919,    0,    0
100814,19880920,    0,    0
100814,19880921,    9,    0
100814,19880922,    6,    0
100814,19880923,    0,    0
100814,19880924,    0,    0
100814,19880925,    0,    0
100814,19880926,    0,    0
100814,19880927,    0,    0
100814,19880928,    0,    0
100814,19880929,    0,    0
100814,19880930,    0,    0
100814,19881001,    0,    0
100814,19881002,    1,    0
100814,19881003,    0,    0
100814,19881004,    0,    0
100814,19881005,    0,    0
100814,19881006,    1,    0
100814,19881007,    0,    0
100814,19881008,  113,    0
100814,19881009,    0,    0
100814,19881010,    0,    0
100814,19881011,    0,    0
100814,19881012,    0,    0
100814,19881013,    0,    0
100814,19881014,    0,    0
100814,19881015,    0,    0
100814,19881016,    0,    0
100814,19881017,    0,    0
100814,19881018,    0,    0
100814,19881019,    0,    0
100814,19881020,    9,    0
100814,19881021,   32,    0
100814,19881022,    0,    0
100814,19881023,    0,    0
100814,19881024,    0,    0
100814,19881025,    1,    0
100814,19881026,    0,    0
100814,19881027,    0,    0
100814,19881028,    0,    0
100814,19881029,    0,    0
100814,19881030,   20,    0
100814,19881031,    5,    0
100814,19881101,    0,    0
100814,19881102,    0,    0
100814,19881103,   36,    0
100814,19881104,    2,    0
100814,19881105,   86,    0
100814,19881106,   13,    0
100814,19881107,    0,    0
100814,19881108,    0,    0
100814,19881109,    0,    0
100814,19881110,    0,    0
100814,19881111,    0,    0
100814,19881112,    0,    0
100814,19881113,   30,    0
100814,19881114,   44,    0
100814,19881115,   29,    0
100814,19881116,    0,    0
100814,19881117,    0,    0
100814,19881118,    0,    0
100814,19881119,   41,    0
100814,19881120,   94,    0
100814,19881121,  112,    0
100814,19881122,  138,    0
100814,19881123,   81,    0
100814,19881124,    1,    0
100814,19881125,    8,    0
100814,19881126,    3,    0
100814,19881127,    2,    0
100814,19881128,    0,    0
100814,19881129,    0,    0
100814,19881130,    2,    0
100814,19881201,   98,    0
100814,19881202,  113,    0
100814,19881203,   17,    0
100814,19881204,   10,    0
100814,19881205,   51,    0
100814,19881206,   97,    0
100814,19881207,    0,    0
100814,19881208,    0,    0
100814,19881209,    0,    0
100814,19881210,    0,    0
100814,19881211,    5,    0
100814,19881212,    1,    0
100814,19881213,   27,    0
100814,19881214,   53,    0
100814,19881215,    4,    0
100814,19881216,    0,    0
100814,19881217,    1,    0
100814,19881218,    0,    0
100814,19881219,    0,    0
100814,19881220,   18,    0
100814,19881221,    0,    0
100814,19881222,    0,    0
100814,19881223,    0,    0
100814,19881224,    1,    0
100814,19881225,    0,    0
100814,19881226,    0,    0
100814,19881227,    0,    0
100814,19881228,    0,    0
100814,19881229,    0,    0
100814,19881230,    0,    0
100814,19881231,    0,    0
100814,19890101,    0,    0
100814,19890102,    0,    0
100814,19890103,    0,    0
100814,19890104,    0,    0
100814,19890105,    0,    0
100814,19890106,    3,    0
100814,19890107,   47,    0
100814,19890108,   46,    0
100814,19890109,    0,    0
100814,19890110,    0,    0
100814,19890111,    0,    0
100814,19890112,    0,    0
100814,19890113,    0,    0
100814,19890114,    0,    0
100814,19890115,    0,    0
100814,19890116,    0,    0
100814,19890117,    0,    0
100814,19890118,    0,    0
100814,19890119,    0,    0
100814,19890120,    0,    0
100814,19890121,    0,    0
100814,19890122,    0,    0
100814,19890123,    0,    0
100814,19890124,    0,    0
100814,19890125,    0,    0
100814,19890126,    0,    0
100814,19890127,    0,    0
100814,19890128,    0,    0
100814,19890129,    0,    0
100814,19890130,    0,    0
100814,19890131,    0,    0
100814,19890201,    3,    0
100814,19890202,    0,    0
100814,19890203,    0,    0
100814,19890204,    0,    0
100814,19890205,    0,    0
100814,19890206,    0,    0
100814,19890207,    0,    0
100814,19890208,    0,    0
100814,19890209,    0,    0
100814,19890210,    0,    0
100814,19890211,    0,    0
100814,19890212,    0,    0
100814,19890213,    9,    0
100814,19890214,    1,    0
100814,19890215,    0,    0
100814,19890216,    2,    0
100814,19890217,    2,    0
100814,19890218,    0,    0
100814,19890219,    1,    0
100814,19890220,    0,    0
100814,19890221,    0,    0
100814,19890222,    0,    0
100814,19890223,    0,    0
100814,19890224,    0,    0
100814,19890225,    0,    0
100814,19890226,   84,    0
100814,19890227,   11,    0
100814,19890228,    3,    0
100814,19890301,    1,    0
100814,19890302,  112,    0
100814,19890303,   22,    0
100814,19890304,   41,    0
100814,19890305,    0,    0
100814,19890306,    0,    0
100814,19890307,    0,    0
100814,19890308,    0,    0
100814,19890309,    0,    0
100814,19890310,   45,    0
100814,19890311,    0,    0
100814,19890312,    0,    0
100814,19890313,    0,    0
100814,19890314,   33,    0
100814,19890315,   17,    0
100814,19890316,    0,    0
100814,19890317,    0,    0
100814,19890318,    0,    0
